user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Crypto Funder,Crypto Heaven,Crypto NEWS and SPECULATIONS 📰,2021-02-10 21:22:18,6.0,0,29,False,2021-02-10 22:29:49,"Will other companies join Tesla on picking up BTC?

- by Michael Saylor CEO of MSRT

#Bitcoin #BTC 
https://t.co/TrTSyh4uQX","['Bitcoin', 'BTC']",Twitter Web App,false
Tweetest,"La Jolla, CA",#Bitcoin is the needle that will pop the GameStop Bubble. #BTC #ETH #XLM #DOGE $RIOT $MARA $AMZN $TSLA $AAPL I’m not a cat.,2020-11-09 04:21:58,23.0,1,3280,False,2021-02-10 22:29:46,"@b_yellowblitz @soygirlnat @sakeblues @Reuters #Bitcoin is divisible up to 8 decimal points. The smallest unit, equ… https://t.co/QkccGQvyy3",['Bitcoin'],Twitter for iPhone,false
💸💸💸,To The Moon 🚀,"Former #Bitcoin maximalist who took the #DOGE Pill 🐕💸 | #Dogecoin is the People's Coin 📈 *I'm not a Financial Advisor, tweets are not financial advice*",2018-11-10 20:05:58,8887.0,221,4411,False,2021-02-10 22:29:40,".@ElonMusk just used cryptocurrency as it was intended: as a Peer-to-Peer Electronic CASH System

Why would you spe… https://t.co/I411DMwkxF",,Twitter Web App,false
BTC Thousands,,"#btc thousands. 
Simple bot tweeting the #bitcoin USD price when crossing thousands.",2019-10-20 03:22:01,27.0,6,3,False,2021-02-10 22:29:38,Bitcoin up to U$ 45k range. 4% change in 24h.  #bitcoin #btc,"['bitcoin', 'btc']","Pipedream, Inc",false
Bcoinup,Italy,Bcoinup is an educational blog on the bitcoin and crypto world themes.  Follow us on: https://t.co/mgN5TA5sYd #bitcoin #BTC #revolution,2021-01-23 22:21:06,78.0,61,550,False,2021-02-10 22:28:47,"Mastercard, Visa, Tesla, Paypal!
It starts to look awesome!

#Bitcoin #BTC #CryptoNews #cryptocurrency https://t.co/3NjpbiyDIp","['Bitcoin', 'BTC', 'CryptoNews', 'cryptocurrency']",Twitter Web App,false
Nishant Bhardwaj,"Kota, Rajasthan","Philosopher, psychologist, spiritual, writer and a full time seeker. RW until India get a better option. Tweets may be offensive but are purely organic views.",2010-07-01 06:59:21,662.0,155,915,False,2021-02-10 22:28:44,"6 days and your money is more than double if you got into it. Decent profits. $ADA 🚀 

#Bitcoin #BTC #DOGE… https://t.co/IO2ZfkXiJy","['Bitcoin', 'BTC', 'DOGE']",Twitter for iPhone,false
Royalty,Global Citizen,Emerging Leader | Silver Bullet | African Rennaissance | Politics | Tech |Alumnus of @Harvard and @BangorUni |Contributor @globalvoices| Featured on @AJStream |,2009-05-07 06:11:31,31548.0,2734,26340,True,2021-02-10 22:28:03,"If Apple Inc ever makes a move for #Bitcoin as being rumoured, I assure you, on such a day, #BTC will move up by no… https://t.co/TyJPnBgMtW","['Bitcoin', 'BTC']",Twitter for iPhone,false
sheli,,🐕🐬🐥🐈🕊🦋🐠,2014-02-22 22:39:42,0.0,18,70,False,2021-02-10 22:27:06,we need some #bitcoin  #donation to #help and #feed #animals (mostly #cats #birds #dogs) please send some #btc  to:… https://t.co/TX364PViXa,"['bitcoin', 'donation', 'help', 'feed', 'animals', 'cats', 'birds', 'dogs', 'btc']",Twitter for iPhone,false
cryptoZIM,Not financial advice.,#bitcoin,2020-07-16 15:51:32,108.0,464,13091,False,2021-02-10 22:26:37,@Fxhedgers Power play: Twitter announces #bitcoin purchase simultaneously integrating #btc tipping into Twitter.,"['bitcoin', 'btc']",Twitter Web App,false
Mohit Behrani,,#Bitcoin,2018-03-23 09:54:33,14.0,269,544,False,2021-02-10 22:26:11,"Boom!!⚡️🔥💥https://t.co/Boac4E3m27
#BTC #Bitcoin #Ethereum #ETH https://t.co/JUyn5iJLF6","['BTC', 'Bitcoin', 'Ethereum', 'ETH']",Twitter Web App,false
Crypto Analyser,,Follow and enable Notifications! Contact me on technocrat7191@gmail.com if you find any issues or if you want more currencies to be tracked.,2020-12-22 02:48:57,5.0,1,3,False,2021-02-10 22:25:49,"Current time = 03:55:49 IST 
🔸 USDT(INR): 74.655
🔸 BTC(USD): 45184.042 ₿
🔸 BTC(INR): 3360465
🔸 ETH(USD): 1740.48 Ξ… https://t.co/YjrO39uGCM",,,false
Nishant Bhardwaj,"Kota, Rajasthan","Philosopher, psychologist, spiritual, writer and a full time seeker. RW until India get a better option. Tweets may be offensive but are purely organic views.",2010-07-01 06:59:21,662.0,155,915,False,2021-02-10 22:25:31,"$TRB from 37$ to 55%. Sweet little profits in a day. 🚀 

#Bitcoin #BTC #DogecoinRise https://t.co/tnYSX4957E https://t.co/awOIX7XtOn","['Bitcoin', 'BTC', 'DogecoinRise']",Twitter for iPhone,false
Stonks Memedar 📡,"420 Wall St, NY","Automated alerts on: 
     📈 Price upgrades & downgrades
     🤔 News sentiment
     📒 Earning reports
     🔥 Trending tickers",2021-01-08 23:14:41,1011.0,1,575,False,2021-02-10 22:25:24,"*BREAKING: Mastercard will let merchants accept payments in #Bitcoin and crypto this year

$MA #Bitcoin $V #BTC #Ethereum #DOGE","['Bitcoin', 'Bitcoin', 'BTC', 'Ethereum', 'DOGE']",Twitter Web App,false
RoNo Ⓥ,🐋 The Water Is My Stadium 🐋,"#Crypto Ambassador
$VET $OCE #Bitcoin $SHA $VTHO #BTC $JUR $HRT $SPARTA $WOO investor 
#VeChain #VeFam  
REAL Catfish #whale
 
Always #DYOR 😉",2018-02-13 16:02:48,3790.0,753,35256,False,2021-02-10 22:25:02,"$HTR could be your next $DOT $ADA $SNX or $BNB 🧐✅

#Bitcoin #BTC #BNB $ETH $LTC $BCH $VET $XRP $ADA $THETA $TSLA https://t.co/xmB3tGo2h0","['Bitcoin', 'BTC', 'BNB']",Twitter Web App,false
michael floxy,"New York, USA","🌍 USA🇱🇷, France🇫🇷, UK🇦🇺
📉Forex Trader.   
📒Educating profitable traders
💱Traders builder
🗓Years of experience. 
💸Bitcoin investor💰
📈Crypto Trader.",2013-12-04 16:06:32,9.0,11,63,False,2021-02-10 22:23:55,"New trades working out 
#btc #Bitcoin #cryptocurrency  #dollar #ม็อบ10กุมภา #الامتحانات_خطر_ياريس  #CoppaItalia https://t.co/LOx1vJMkoB","['btc', 'Bitcoin', 'cryptocurrency', 'dollar', 'ม็อบ10กุมภา', 'الامتحانات_خطر_ياريس', 'CoppaItalia']",Twitter for Android,false
JoHeredia21,Venezuela,#Hive,2020-09-29 12:49:09,61.0,100,1186,False,2021-02-10 22:23:54,"Presenciamos algo realmente positivo en el precio del $Hive. Una gran demanda que va en aumento.

We witnessed some… https://t.co/dmQDhSdFt6",,Twitter for Android,false
Michell sanchez,"Florida, USA","Cuban born, American raised. Chef and Owner of Latin House #Bitcoin love since 2012 😅😅 #HODL FoodNetwork DDD,Guys Grocery Games.Chopped,",2017-05-27 19:01:50,81.0,401,1556,False,2021-02-10 22:23:14,This dip feels like the big dogs are working behind the scenes buying micro amounts every second using bots and som… https://t.co/Ao9Ex8FI3A,,Twitter for iPhone,false
The Modern Investor,Barbados,I like three things. C.A.R. - Crypto. Art. Real Estate.,2017-01-01 09:58:42,21715.0,29,1262,False,2021-02-10 22:23:05,"First PayPal... The Visa... Now Mastercard. Is there anyone who doesn't understand yet that Bitcoin is going to $1,… https://t.co/xdefqbgdro",,Twitter Web App,false
Berdio Soleo,,,2020-12-25 13:17:53,31.0,57,60,False,2021-02-10 22:21:50,"The Chinese Giant $Neo is coming  🔜 #NEO3 🚀🚀💚

#btc #bitcoin #Binance #coinbase $doge $btc $xrp $eth $ada $dot $wsb… https://t.co/eTWnlNv82u","['NEO3', 'btc', 'bitcoin', 'Binance', 'coinbase']",Twitter Web App,false
Blue Ox Capital,"Washington, DC","VC, Growth & innovative Co’s, & SPACs, Utilizing the Revolving Door Strategy© ""RDS"", a portfolio cash flow strategy. NOT INVESTMENT ADVICE",2020-12-29 19:07:44,40.0,97,123,False,2021-02-10 22:21:43,Inverse Leveraged ETFs here against Biden &amp; ESG #sectors? #bold #hedge #fintwit #finance #StocksToBuy… https://t.co/h9nekZpyhZ,"['sectors', 'bold', 'hedge', 'fintwit', 'finance', 'StocksToBuy']",Twitter for iPad,false
JonK🇪🇺,,TradingView: https://t.co/UAWHoqFVIA Stocks + Bitcoin ideas and updates. (No trading advice!! / Keine Finanzberatung!!),2020-05-25 21:06:44,13.0,159,100,False,2021-02-10 22:20:59,"#Bitcoin fighting with major uptrending resistance. 
The RSI did not yet have a proper reset. In the last bull mark… https://t.co/r88L36JJrF",['Bitcoin'],Twitter for iPhone,false
xbt_blvrg,,I trade crypto futures and flip #BTC.,2011-11-09 16:38:56,634.0,192,514,False,2021-02-10 22:19:59,"$BTC

slowly starting to add back on my long.

#BTC  #Bitcoin  $BTCUSD #crypto $crypto https://t.co/A6CbyDzdVy","['BTC', 'Bitcoin', 'crypto']",Twitter for iPhone,false
Alex,,"All about #Cryptocurrency!! 
Donations🤑 #BTC➡️bc1qxx2wx0v9vdes7vampdn8w7r5xd8v74n94k894d #ETH➡️0x29f5caa2a7aB76b70CB7C1a8b47d2b8EccBaC57b #Crypto #btcdonation",2021-01-31 15:07:10,8.0,35,236,False,2021-02-10 22:19:08,Will #Apple follow #Tesla and buy #Bitcoin ?? #bttcoin #BTC #Crypto #cryptocurrency $btc,"['Apple', 'Tesla', 'Bitcoin', 'bttcoin', 'BTC', 'Crypto', 'cryptocurrency']",Twitter for Android,false
Crypto is the future,,"I will post a lot of buying signals for BTC trading, so I hope that you block me. Drop all everything, Buy Bitcoin for the future I was together with you!",2019-09-28 16:48:12,625.0,129,14,False,2021-02-10 22:19:02,$BTC Going up signal on a 30 minute chart! Price: \4898128.0 (2021/02/11 07:15) #Bitcoin #FX #BTC #crypto,"['Bitcoin', 'FX', 'BTC', 'crypto']",dlvr.it,false
Omar Arrawi,"England, United Kingdom","BCH is the best cash so far. Tweet at me!
Interested in art, technology, finance, blockchain and movies.
(I'm now team BCH)",2020-06-13 14:38:29,70.0,1356,265,False,2021-02-10 22:18:53,"BTC payment still not done
It's 21:18 pm now
I know it will take at least another hour.. maybe 3 hours+.. I can't t… https://t.co/qmmsZGibqM",,Twitter for Android,false
Adem Aslan,Türkiye,"Just Hodl ! #cryptocurrency
#ethereum 
#bitcoin

Telegram: TeknikAnalizTR",2021-01-01 15:11:09,50.0,156,85,False,2021-02-10 22:17:36,"Don't forget, JUST HODL ! 🚨🚨🚀
#cryptocurrency #HODL #hold #bitcoin #btc #Ethereum #eth
#DOGE #Cardano #Ripple #LINK… https://t.co/lNsODwh6fI","['cryptocurrency', 'HODL', 'hold', 'bitcoin', 'btc', 'Ethereum', 'eth', 'DOGE', 'Cardano', 'Ripple', 'LINK']",Twitter for Android,false
Crypto News Analyst,"Atlanta, GA",#Bitcoin  We aim to bring you the latest Headlines and Analysis on Cryptocurrency,2021-01-15 19:34:43,36.0,23,432,False,2021-02-10 22:15:26,"Want to Learn and Earn FREE 💰 #CRYPTOCURRENCY stay tunded to this edition of CNA !! #CryptoNews
#cryptotrading… https://t.co/4KLD9Mtq6S","['CRYPTOCURRENCY', 'CryptoNews', 'cryptotrading']",Twitter for Android,false
bidcoin_channel,,"bidcoin is a revolutionary way to get #cryptocurrencies, such as #bitcoin #btc or #ethereum #eth
Have fun and obtain your reward on https://t.co/e6GIKqoEf7",2019-07-16 17:34:52,25.0,1,1,False,2021-02-10 22:14:01,#bidcoin social #reward program gives you #FREE bid token to #play right away! NO need to recharge!! 😍 click now… https://t.co/R7jJ4a0a7Y,"['bidcoin', 'reward', 'FREE', 'play']",BidNews,false
Anthony,"Toronto, Ontario",29 // And I oop. Want your piece of the #Bitcoin pie? Sign up for #Shakepay w/ the link in my bio! #Canada,2009-03-05 14:50:18,1170.0,466,2594,False,2021-02-10 22:14:00,Love this community! #Bitcoin #BTC #ForThePeople #WSB $BB $AMC $NOK $GME #BANG https://t.co/NOiqZO1CKq,"['Bitcoin', 'BTC', 'ForThePeople', 'WSB', 'BANG']",Twitter for iPhone,false
CryptoParos,New York,Pilot + Industrial Engineer + PhD in World Politics. TA's never investment advice. https://t.co/6IC98De3tT,2020-09-04 23:54:04,4150.0,0,1802,False,2021-02-10 22:13:45,"#RSRBTC hit the third target, 127 sats.🚀🚀🚀

19 % profit in the bag already.💰💰💰

#rsr #rsrbtc #rsrusdt $rsr #btc￼… https://t.co/yR34eLC7bI","['RSRBTC', 'rsr', 'rsrbtc', 'rsrusdt', 'btc']",Twitter Web App,false
Xavier Chua,My Small Youtube Channel 👉🏻,"Let's talk Tech 👨‍💻, Sports 🏀, Life 🧬 and Gaming. 🎮 Cats included 🐈 I also talk $BTC $XRP $ETH",2020-01-26 22:29:19,149.0,654,1164,False,2021-02-10 22:13:33,"What’s your Crypto Risk Appetite?

#Cryptocurrencies #Bitcoin #ETH #XRP #ADA #DOT #LINK #BNB #BTC #BSC #DeFi","['Cryptocurrencies', 'Bitcoin', 'ETH', 'XRP', 'ADA', 'DOT', 'LINK', 'BNB', 'BTC', 'BSC', 'DeFi']",Twitter for iPhone,false
Demi Crypto,"Dubai, UAE",#blockchain #crypto #money #cardano #litecoin #btc #bitcoin #xrp #cryptocurrency #followtrick #chainlink #eth #finance #ethereum #cryptonews #DeFi #Uniswap #ada,2020-10-23 19:10:17,644.0,934,2376,False,2021-02-10 22:13:25,Follow me @cryptodemi    #Bitcoin #Cardano #BTC https://t.co/iI2qhcBi4P,"['Bitcoin', 'Cardano', 'BTC']",Twitter Web App,false
jabak,Nope,"The left has nothing going right, and the right has nothing left.",2020-01-31 18:50:31,42.0,201,12050,False,2021-02-10 22:13:19,$STX is going to 1$ by the end of this week. Get onboard!! #blockstack #Bitcoin #BTC $BTC,"['blockstack', 'Bitcoin', 'BTC']",Twitter Web App,false
Fernz,Mexico,"Guitarist, Playlist curator, song writer and investment aficionado. $ADA Cardano #Bitcoin",2016-10-21 19:04:15,77.0,384,217,False,2021-02-10 22:11:42,"Mercado Crypto Vale + que Google, Bitcoin rompe $48,000 ... https://t.co/ToGkLGVjc2 #bitcoin #BTC","['bitcoin', 'BTC']",Twitter Web App,false
Łitecoin Bull | The News Before The News!,"Brisbane, Queensland","Senior #Crypto Analyst, 💰Blogger, Entrepreneur, Predictive Linguistics Data, Investor,  Join Us --  https://t.co/jhp1qipqP8",2018-03-16 00:01:14,14386.0,3200,276307,False,2021-02-10 22:11:27,"Correlation Between S&amp;P 500 And #Bitcoin 

#Truth #Crypto #Btc #SPX #Investing https://t.co/lroL74THpE","['Bitcoin', 'Truth', 'Crypto', 'Btc', 'SPX', 'Investing']",Twitter Web App,false
Trading All In @TradingAllIn.com #MNGDby.@MichDe Ⓜ,Wall Street Riding the Bull!,"#TradingAllIn Every Cent Every Second Every Market 
Place Orders Make Trades No Bets No Games 
#Stock #FinTech #Crypto 
#Bitcoin #Ethereum #DOGEcoin💎
Ⓜ@MichDeⓂ",2020-11-29 19:36:12,1432.0,900,4147,False,2021-02-10 22:11:20,"https://t.co/mns1rudicu

The long-time software executive sees #bitcoin as a form of ""digital gold"" and it's the… https://t.co/Kae2mguSou",['bitcoin'],Twitter for Android,false
Crypto Cars Online,"Dallas, TX","Crypto Cars Online is a first company in the U.S. to offer vehicle purchases with Crypto Currency, offering new and pre leased vehicles.  #Bitcoin",2020-10-05 16:10:27,519.0,4532,1875,False,2021-02-10 22:11:15,"The track-inspired, first wide-body Audi RS 7 captivates with unbridled power and a kinetic presence🏁. Shop now wit… https://t.co/gMvSwFKKCB",,Hootsuite Inc.,false
HODLFIRE!🔥,Run The Numbers 👉🏼,"#HODL & F.I.R.E. strategies to build #Bitcoin wealth!
Learn how to compound interest on bitcoin with our spreadsheet.
https://t.co/kkb1ZOKxL5",2020-06-01 23:06:34,358.0,242,6801,False,2021-02-10 22:10:55,"Today $1 buys 2,226 satoshi's

0.00002226 #BTC
0.00002226 Sats
2,226 Sats

A fraction of a #Bitcoin 

Run the Numbe… https://t.co/fsyB1A7MxJ","['BTC', 'Bitcoin']",Twitter Web App,false
Satoshistan ₿,Cuba,"PRICE/TIME TRIANGULUM 📐 CHARCITECT
This page is my notebook, don't take it so serious or u get rekt!
https://t.co/Tes8aPutdY",2019-01-04 02:00:39,246.0,183,1580,False,2021-02-10 22:10:30,"and mid-high time frame divergence almost on all oscillators. I will be very careful by trading it

#BTC 

 $eth… https://t.co/D3AG9LZ1xs",['BTC'],Twitter Web App,false
aWebAnalysis | Crypto,Blockchain,"Cryptocurrencies price monitor & analysis tools.
 
Buy Crypto on Binance with a permanent 20% Discount on all commissions with this link: https://t.co/Z8wYIvvNsT",2017-08-30 19:26:58,1877.0,1454,33,False,2021-02-10 22:10:02,"Bitcoin BTC Current Price:
$44,959.90
1 Hour: -0.49% | 24 Hours: -4.46% | 7 Days: 21.37%
#btc #bitcoin","['btc', 'bitcoin']",AwebAnalysis,false
Cryptocurrencies / USD,,Stay updated on the main cryptocurrencies of the market | @cryptosEUR for EUR | Do you miss any coin? ➡️ DMs open,2018-08-02 10:06:05,3910.0,1,10,False,2021-02-10 22:09:29,"🔄 Prices update in $USD (1 hour):

$BTC   - 45000.0 $   (+1.09 %)
$ETH   - 1732.0 $    (+0.67 %)
$XRP   - 0.5 $… https://t.co/bCotdloRfC",,Cryptocurrencies prices to USD,false
hamdi ertan,,"Telegram
@Shdcompany_bot",2019-10-11 15:54:48,26.0,148,423,False,2021-02-10 22:07:19,"@ShdCash 
Coming Soon🚀🔥
#cryptocurrency
#btc  
#bitcoin  
#eth
#crypto
#blockchain
#kriptopara
#trading
#ethereum… https://t.co/2OiyKQyhjS","['cryptocurrency', 'btc', 'bitcoin', 'eth', 'crypto', 'blockchain', 'kriptopara', 'trading', 'ethereum']",Twitter for Android,false
Smoother Man,,"Success Motivator, Inspirational, Boss life teacher, Mens Advice, Mens Style,",2014-04-09 17:51:05,49.0,90,1169,False,2021-02-10 22:07:02,Start your #Bitcoin investing today and Get $10 of #BTC when you sign up and make your 1st investment. #bitcoins… https://t.co/5ImNW0cPYK,"['Bitcoin', 'BTC', 'bitcoins']",Twitter Web App,false
Bitcoin Mate (BTC News App),,Your BTC and crypto mate available FREE on Google Play!,2015-03-08 06:31:18,3309.0,1976,201,False,2021-02-10 22:06:12,CME’s Ether futures drove more than $30M volume on first day https://t.co/LtlLjbqRg5 #btc #bitcoinnews #bitcoin,"['btc', 'bitcoinnews', 'bitcoin']",Twibble.io,false
Joe Martin,,"Bitcoin, Blockchain & Co. – The Truth, and Nothing but the Truth – THE BOOK about bitcoin and blockchain",2017-10-14 09:36:42,327.0,941,57,False,2021-02-10 22:06:03,"The more people involved, the greater the recognition of the opportunity that blockchain technology introduces. The… https://t.co/3eLvgoQeB4",,SocialOomph,false
Colin Robinson 🧛‍♂️,"Staten Island, NY","Satoshi Vampire.  #gemhunter #wsb
#uniswap #DeFi 
           
          
                                
     
https://t.co/Vt3kpN1ikp",2019-02-01 02:28:51,1598.0,5006,12445,False,2021-02-10 22:05:48,"@CryptoWizardd $KOBE  🚀

#YieldFarming
max supply 54m

Trade here https://t.co/57VTDuAUXY

#DeFi #cryptocurrencies… https://t.co/oVXMCxYhQ4","['YieldFarming', 'DeFi', 'cryptocurrencies']",Twitter for Android,false
Bitcoin 🚀,,I bought #bitcoin before Elon Musk,2021-02-06 12:11:46,6.0,25,83,False,2021-02-10 22:05:44,How do you store your #Bitcoin ? #BTC #Cryptocurency,"['Bitcoin', 'BTC', 'Cryptocurency']",Twitter for iPhone,false
Satoshistan ₿,Cuba,"PRICE/TIME TRIANGULUM 📐 CHARCITECT
This page is my notebook, don't take it so serious or u get rekt!
https://t.co/Tes8aPutdY",2019-01-04 02:00:39,246.0,183,1580,False,2021-02-10 22:05:34,"also an extra structure supporting this to be happened

#BTC 

 $eth #ethusd #ethusdt #ethbtc #bitcoin #btcusd… https://t.co/UhEnAxmxML","['BTC', 'ethusd', 'ethusdt', 'ethbtc', 'bitcoin', 'btcusd']",Twitter Web App,false
CoinShark - Bitcoin | Fintech | Blockchain News,United States,"Bitcoin Info, Fintech News, Blockchain Technology and much more about crypto - CoinShark.🦈  #CoinShark",2017-11-20 14:48:02,1287.0,672,1095,False,2021-02-10 22:05:33,"https://t.co/0llzD7vaC9

#Huobi Global Will Donate 1 Million #AKRO 
🎉💝🚀
In honor of the Lunar New Year on the platf… https://t.co/GZPMBC8bGu","['Huobi', 'AKRO']",Twitter Web App,false
Ilker Yildiz,,"Just Illy! 🌍

Get 10% Cashback with Binance Exchange:
https://t.co/outOauQnMx",2010-12-09 15:30:46,42.0,162,234,False,2021-02-10 22:05:26,Join my Stream LIVE on YouTube! How to mine #BitCoin with #GamerHashCom! @IllyStern LIVE on #ILLYWHATSNEXT on… https://t.co/FbqrONC0Wf,"['BitCoin', 'GamerHashCom', 'ILLYWHATSNEXT']",Twitter Web App,false
CryptoParos,New York,Pilot + Industrial Engineer + PhD in World Politics. TA's never investment advice. https://t.co/6IC98De3tT,2020-09-04 23:54:04,4150.0,0,1802,False,2021-02-10 22:05:15,"Is it BULLSEYE again ??? 🎯🎯🎯

GRT / USDT (Before &amp; after)

#GRTUSDT hit all the targets set by #CryptoParos.🚀

164… https://t.co/hqNhCWSC63","['GRTUSDT', 'CryptoParos']",Twitter Web App,false
BitSavage,EARTH - y37,"https://t.co/HXM4nKPGFU
Create the reality you desire..  #bitcoin🕷 #eth and beyond https://t.co/KLPJzXPrQh",2009-01-19 00:28:42,3666.0,5000,46194,False,2021-02-10 22:04:29,"I love this place... Being able to share my talents with the world in an immersive format is BLISS.

@ADORORG tune… https://t.co/fGPN50mZ6z",,Twitter Web App,false
